F3c,CN1C[N]C2C1C(=O)[N]C(=O)N2C
F4a,Nc1nc(=O)c2c(n1)ncn2
F4b,Nc1nc(=O)c2c(n1)ncn2
F4c,Nc1nc(=O)c2c(n1)ncn2
F5a,OC(=O)c1ccc(cc1)[N+](=O)[O-]
F5b,OC(=O)c1ccc(cc1)[N+](=O)[O-]
F5c,OC(=O)c1ccc(cc1)[N+](=O)[O-]
F6a,ClC1=CC2=C(OC(=O)N2)C=C1
F6b,ClC1=CC2=C(OC(=O)N2)C=C1
F6c,ClC1=CC2=C(OC(=O)N2)C=C1
F7a,NCCCCC(=O)O
F7b,NCCCCC(=O)O
F7c,NCCCCC(=O)O
F8a,O=C1N[C@@H]2[C@H](N1)NC(=O)N2
F8b,O=C1N[C@@H]2[C@H](N1)NC(=O)N2
F8c,O=C1N[C@@H]2[C@H](N1)NC(=O)N2
F9a,NC1=C(NC(=O)NC1=O)C(O)=O
F9b,NC1=C(NC(=O)NC1=O)C(O)=O
F9c,NC1=C(NC(=O)NC1=O)C(O)=O
F10a,Cn1cc(nc1)C[C@@H](C(=O)O)N
F10b,Cn1cc(nc1)C[C@@H](C(=O)O)N
F10c,Cn1cc(nc1)C[C@@H](C(=O)O)N
F11a,Cn1cnc2c1c(=O)n(C)c(=O)n2C
F11b,Cn1cnc2c1c(=O)n(C)c(=O)n2C
F11c,Cn1cnc2c1c(=O)n(C)c(=O)n2C
F12a,NC(=N)NOCC[C@@H](C(=O)O)N
F12b,NC(=N)NOCC[C@@H](C(=O)O)N
F12c,NC(=N)NOCC[C@@H](C(=O)O)N
G1a,OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=N)N2
G1b,OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=N)N2
G1c,OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=N)N2
G2a,NC[C@@H](c1ccc(c(c1)O)O)O
G2b,NC[C@@H](c1ccc(c(c1)O)O)O
G2c,NC[C@@H](c1ccc(c(c1)O)O)O
G3a,O=C(C(C)C)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-]
G3b,O=C(C(C)C)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-]
G3c,O=C(C(C)C)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-]
G4a,O=C1CC[C@H](N1)C(=O)O
G4b,O=C1CC[C@H](N1)C(=O)O
G4c,O=C1CC[C@H](N1)C(=O)O
G5a,NC(=N)NCCC[C@H](C(=O)O)N
G5b,NC(=N)NCCC[C@H](C(=O)O)N
G5c,NC(=N)NCCC[C@H](C(=O)O)N
G6a,NCC(=O)NCC(=O)NCC(=O)O
G6b,NCC(=O)NCC(=O)NCC(=O)O
G6c,NCC(=O)NCC(=O)NCC(=O)O
G7a,O=C1NC2=C(NN=N2)C(=O)N1
G7b,O=C1NC2=C(NN=N2)C(=O)N1
G7c,O=C1NC2=C(NN=N2)C(=O)N1
G8a,Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C
G8b,Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C
G8c,Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C
G9a,O[C@H](C[N+](C)(C)C)CC(=O)[O-]
G9b,O[C@H](C[N+](C)(C)C)CC(=O)[O-]
G9c,O[C@H](C[N+](C)(C)C)CC(=O)[O-]
G10a,[O-][N+](=O)c1ccc(c(c1)O)O
G10b,[O-][N+](=O)c1ccc(c(c1)O)O
G10c,[O-][N+](=O)c1ccc(c(c1)O)O
G11a,Nc1cccc(c1)c1cnco1
G11b,Nc1cccc(c1)c1cnco1
G11c,Nc1cccc(c1)c1cnco1
G12a,OC1=CC2=C(NC=C2)C=C1
G12b,OC1=CC2=C(NC=C2)C=C1
G12c,OC1=CC2=C(NC=C2)C=C1
H1a,Nc1cccc(c1)C(=O)N
H1b,Nc1cccc(c1)C(=O)N
H1c,Nc1cccc(c1)C(=O)N
H2a,NC[C@@H]1CC[C@H](CC1)C(=O)O
H2b,NC[C@@H]1CC[C@H](CC1)C(=O)O
H2c,NC[C@@H]1CC[C@H](CC1)C(=O)O
H3a,CSCC[C@@H](C(=O)O)NC(=O)N
H3b,CSCC[C@@H](C(=O)O)NC(=O)N
H3c,CSCC[C@@H](C(=O)O)NC(=O)N
H4a,CN(NC(=O)CCC(=O)O)C
H4b,CN(NC(=O)CCC(=O)O)C
H4c,CN(NC(=O)CCC(=O)O)C
H5a,NC(=O)c1ccc(cc1)O
H5b,NC(=O)c1ccc(cc1)O
H5c,NC(=O)c1ccc(cc1)O
H6a,[O-][N+](=O)c1ccc(c2c1cccn2)O
H6b,[O-][N+](=O)c1ccc(c2c1cccn2)O
H6c,[O-][N+](=O)c1ccc(c2c1cccn2)O
H7a,CC(=O)N1CCC[C@H]1C(=O)O
H7b,CC(=O)N1CCC[C@H]1C(=O)O
H7c,CC(=O)N1CCC[C@H]1C(=O)O
H8a,[O-][N+](=O)c1cc(O)c(c(c1)[N+](=O)[O-])O
H8b,[O-][N+](=O)c1cc(O)c(c(c1)[N+](=O)[O-])O
H8c,[O-][N+](=O)c1cc(O)c(c(c1)[N+](=O)[O-])O
H9a,[O-][N+](=O)c1cc2nc(=O)c(=O)nc2cc1[N+](=O)[O-]
H9b,[O-][N+](=O)c1cc2nc(=O)c(=O)nc2cc1[N+](=O)[O-]
H9c,[O-][N+](=O)c1cc2nc(=O)c(=O)nc2cc1[N+](=O)[O-]
H10a,c1c(sc(c1)Cl)S(=O)(=O)N
H10b,c1c(sc(c1)Cl)S(=O)(=O)N
H10c,c1c(sc(c1)Cl)S(=O)(=O)N
H11a,C1COC[C@@H]1C(=O)N
H11b,C1COC[C@@H]1C(=O)N
H11c,C1COC[C@@H]1C(=O)N
H12a,C1C[C@@]2(CC[C@H]1C2)C(=O)NO
H12b,C1C[C@@]2(CC[C@H]1C2)C(=O)NO
H12c,C1C[C@@]2(CC[C@H]1C2)C(=O)NO
