A01a,NCC1CCCCO1
A01b,NCC1CCCCO1
A02a,C1CC1c1cscn1
A02b,C1CC1c1cscn1
A03a,OCc1cccc(Cl)c1
A03b,OCc1cccc(Cl)c1
A04a,Nc1cccc(n1)C(F)(F)F
A04b,Nc1cccc(n1)C(F)(F)F
A05a,Oc1cccc2CCCc12
A05b,Oc1cccc2CCCc12
A06a,CSc1nccnn1
A06b,CSc1nccnn1
A07a,Nc1ncccc1CO
A07b,Nc1ncccc1CO
A08a,OC(=O)C1CCCOC1
A08b,OC(=O)C1CCCOC1
A09a,Nc1nsc2ncccc12
A09b,Nc1nsc2ncccc12
A10a,OCCc1ccccn1
A10b,OCCc1ccccn1
A11a,CCOc1ccnc(F)c1
A11b,CCOc1ccnc(F)c1
A12a,CC(C)c1noc(O)n1
A12b,CC(C)c1noc(O)n1
B01a,NC(=O)c1cccnc1
B01b,NC(=O)c1cccnc1
B02a,C1CNCc2ccccc12
B02b,C1CNCc2ccccc12
B03a,CCC(N)c1ccccc1O
B03b,CCC(N)c1ccccc1O
B04a,COc1ccccc1C(N)C#N
B04b,COc1ccccc1C(N)C#N
B05a,CC(=O)c1ccccc1C(=O)O
B05b,CC(=O)c1ccccc1C(=O)O
B06a,CC(O)c1ccc(cc1)[N+](=O)[O-]
B06b,CC(O)c1ccc(cc1)[N+](=O)[O-]
B07a,CCN(CC)c1cccc(NC(=O)C)c1
B07b,CCN(CC)c1cccc(NC(=O)C)c1
B08a,CCOC(=O)N1Cc2ccncc2C1
B08b,CCOC(=O)N1Cc2ccncc2C1
B09a,c1cc(c(cc1CON)Cl)Cl
B09b,c1cc(c(cc1CON)Cl)Cl
B10a,B(c1ccccc1)(O)O
B10b,B(c1ccccc1)(O)O
B11a,Oc1ccc(cc1)C(F)(F)F
B11b,Oc1ccc(cc1)C(F)(F)F
B12a,c1c(cncc1C(F)(F)F)C#N
B12b,c1c(cncc1C(F)(F)F)C#N
C01a,Nc1cc(ccc1Cl)C(F)(F)F
C01b,Nc1cc(ccc1Cl)C(F)(F)F
C02a,COc1c(F)c(F)cc(C(=O)O)c1F
C02b,COc1c(F)c(F)cc(C(=O)O)c1F
C03a,COc1cc(Cl)nc(SC)n1
C03b,COc1cc(Cl)nc(SC)n1
C04a,COc1ccnc(NN)n1
C04b,COc1ccnc(NN)n1
C05a,COc1cc(CN)ccn1
C05b,COc1cc(CN)ccn1
C06a,CC(=O)Nc1ccc(C)c(Cl)c1
C06b,CC(=O)Nc1ccc(C)c(Cl)c1
C07a,C1CC(=O)Nc2ccccc12
C07b,C1CC(=O)Nc2ccccc12
C08a,CN1C(O)c2ccccc2C1=O
C08b,CN1C(O)c2ccccc2C1=O
C09a,COc1ccc2OCCNc2c1
C09b,COc1ccc2OCCNc2c1
C10a,NC(=S)c1ccc2OCOc2c1
C10b,NC(=S)c1ccc2OCOc2c1
C11a,CCN(CCC(=O)O)C(=O)c1cccs1
C11b,CCN(CCC(=O)O)C(=O)c1cccs1
C12a,CN(Cc1ccco1)c1cc(Cl)nc(N)n1
C12b,CN(Cc1ccco1)c1cc(Cl)nc(N)n1
D01a,Cc1csc(Cc2ccccn2)n1
D01b,Cc1csc(Cc2ccccn2)n1
D02a,CCCS(=O)(=O)Nc1cc(N)c(F)cc1F
D02b,CCCS(=O)(=O)Nc1cc(N)c(F)cc1F
D03a,CN1CCC(CC1)NC(=O)OC(C)(C)C
D03b,CN1CCC(CC1)NC(=O)OC(C)(C)C
D04a,COC(=O)C(N)Cc1ccc(F)cc1
D04b,COC(=O)C(N)Cc1ccc(F)cc1
D05a,CC(C)(C)OC(=O)NCc1ncccc1F
D05b,CC(C)(C)OC(=O)NCc1ncccc1F
D06a,COc1cccc(c1)C(=O)N1CCCC1
